,city,area,rooms,bathroom,parking spaces,floor,animal,furniture,hoa (R$),rent amount (R$),property tax (R$),fire insurance (R$),total (R$)
7749,São Paulo,125.0,3.0,2.0,0.0,2,not acept,not furnished,1551.0,2700.0,495.0,35.0,4781.0
7750,,102.0,2.0,1.0,,4,acept,not furnished,420.0,,88.0,19.0,1777.0
7751,Belo Horizonte,65.0,2.0,2.0,,3,acept,not furnished,230.0,1700.0,115.0,,2068.0
7752,São Paulo,130.0,3.0,2.0,1.0,-,not acept,not furnished,0.0,2500.0,421.0,,2959.0
7753,São Paulo,151.0,3.0,,,3,acept,,1842.0,5000.0,474.0,64.0,7380.0
7754,Belo Horizonte,82.0,3.0,2.0,2.0,,,not furnished,200.0,1200.0,,16.0,1485.0
7755,São Paulo,65.0,2.0,1.0,1.0,3,acept,not furnished,590.0,2748.0,0.0,25.0,3479.0
7756,,189.0,,4.0,3.0,8,acept,not furnished,2300.0,6000.0,67.0,77.0,
7757,São Paulo,186.0,3.0,4.0,,2,acept,not furnished,1400.0,8000.0,667.0,102.0,10170.0
7758,Campinas,650.0,,7.0,5.0,-,acept,,,8000.0,334.0,121.0,
7759,São Paulo,65.0,2.0,,1.0,9,acept,not furnished,748.0,2800.0,222.0,36.0,3806.0
7760,São Paulo,363.0,3.0,5.0,4.0,10,not acept,not furnished,4040.0,3072.0,1112.0,39.0,8263.0
7761,São Paulo,71.0,3.0,2.0,,10,acept,not furnished,680.0,2500.0,50.0,32.0,3262.0
7762,,90.0,2.0,3.0,1.0,3,not acept,furnished,1200.0,2960.0,265.0,39.0,4464.0
7763,Belo Horizonte,266.0,4.0,3.0,4.0,-,acept,not furnished,0.0,4500.0,362.0,74.0,4936.0
7764,São Paulo,200.0,3.0,3.0,,,not acept,not furnished,0.0,2800.0,186.0,43.0,3029.0
7765,Porto Alegre,185.0,,4.0,2.0,-,acept,not furnished,164.0,2900.0,74.0,52.0,3190.0
7766,,138.0,3.0,3.0,2.0,5,acept,,1112.0,5800.0,475.0,74.0,
7767,Rio de Janeiro,,3.0,2.0,1.0,,acept,not furnished,1000.0,3500.0,20.0,46.0,4566.0
7768,São Paulo,90.0,,2.0,1.0,12,acept,furnished,1235.0,4200.0,58.0,54.0,5547.0
7769,São Paulo,,1.0,,1.0,-,not acept,not furnished,60.0,1249.0,,8.0,1317.0
7770,Belo Horizonte,25.0,2.0,1.0,0.0,1,not acept,not furnished,0.0,,104.0,30.0,2334.0
7771,,180.0,3.0,3.0,0.0,-,acept,not furnished,0.0,3200.0,180.0,53.0,3433.0
7772,São Paulo,200.0,3.0,3.0,,7,acept,,3000.0,4000.0,770.0,51.0,7821.0
7773,São Paulo,80.0,2.0,1.0,1.0,13,not acept,not furnished,937.0,2900.0,84.0,37.0,3958.0
7774,Porto Alegre,90.0,2.0,1.0,,1,acept,not furnished,0.0,1090.0,50.0,16.0,1156.0
7775,Porto Alegre,170.0,3.0,3.0,2.0,-,acept,not furnished,,,209.0,,8352.0
7776,Campinas,380.0,3.0,,5.0,-,acept,not furnished,1300.0,6500.0,413.0,98.0,8311.0
7777,Campinas,76.0,2.0,1.0,,3,acept,not furnished,300.0,700.0,100.0,9.0,1109.0
7778,São Paulo,180.0,3.0,3.0,2.0,16,acept,,2200.0,,131.0,140.0,13470.0
7779,São Paulo,20.0,1.0,1.0,0.0,-,acept,not furnished,0.0,2060.0,0.0,27.0,2087.0
7780,São Paulo,90.0,2.0,1.0,0.0,-,,not furnished,0.0,1800.0,280.0,28.0,2108.0
7781,São Paulo,64.0,2.0,1.0,,7,acept,not furnished,600.0,2000.0,108.0,26.0,
7782,,129.0,3.0,,2.0,6,acept,not furnished,1580.0,,542.0,33.0,4755.0
7783,Belo Horizonte,,4.0,2.0,1.0,2,not acept,not furnished,580.0,1800.0,218.0,24.0,2622.0
7784,Porto Alegre,,2.0,1.0,0.0,23,acept,not furnished,600.0,1100.0,9.0,17.0,1726.0
7785,São Paulo,220.0,3.0,4.0,4.0,13,acept,not furnished,,3375.0,1240.0,43.0,8012.0
7786,Campinas,42.0,2.0,1.0,1.0,3,acept,,,846.0,0.0,11.0,1047.0
7787,São Paulo,79.0,1.0,2.0,2.0,,not acept,furnished,800.0,5500.0,199.0,70.0,6569.0
7788,São Paulo,,3.0,1.0,0.0,-,acept,not furnished,0.0,2000.0,0.0,31.0,2031.0
7789,São Paulo,,4.0,4.0,4.0,11,,not furnished,1850.0,5500.0,834.0,70.0,8254.0
7790,,55.0,2.0,1.0,1.0,4,acept,furnished,100.0,1530.0,0.0,20.0,1650.0
7791,São Paulo,64.0,2.0,2.0,2.0,,acept,not furnished,875.0,3400.0,47.0,44.0,4366.0
7792,São Paulo,143.0,3.0,2.0,3.0,7,acept,not furnished,1100.0,4500.0,625.0,58.0,6283.0
7793,Belo Horizonte,360.0,3.0,4.0,4.0,-,acept,not furnished,0.0,,264.0,45.0,3009.0
7794,São Paulo,500.0,2.0,2.0,1.0,-,acept,not furnished,129.0,2140.0,0.0,33.0,2302.0
7795,Rio de Janeiro,105.0,3.0,2.0,1.0,6,acept,not furnished,,,184.0,42.0,5307.0
7796,Rio de Janeiro,137.0,3.0,3.0,1.0,1,acept,furnished,1180.0,2900.0,214.0,38.0,4332.0
7797,São Paulo,53.0,2.0,1.0,1.0,7,acept,not furnished,450.0,4000.0,,51.0,4543.0
7798,São Paulo,58.0,1.0,1.0,1.0,2,,furnished,1500.0,2800.0,,36.0,
7799,São Paulo,129.0,3.0,,1.0,13,,not furnished,1317.0,3100.0,167.0,40.0,4624.0
7800,São Paulo,97.0,3.0,1.0,1.0,2,acept,furnished,,,50.0,77.0,
7801,São Paulo,89.0,2.0,3.0,3.0,9,acept,furnished,1158.0,4300.0,244.0,55.0,5757.0
7802,Campinas,480.0,3.0,6.0,,-,acept,not furnished,700.0,5400.0,584.0,82.0,6766.0
7803,Campinas,45.0,1.0,1.0,0.0,7,not acept,not furnished,506.0,500.0,24.0,7.0,1037.0
7804,Porto Alegre,44.0,1.0,1.0,0.0,,acept,not furnished,330.0,1300.0,40.0,,1689.0
7805,São Paulo,105.0,3.0,2.0,1.0,14,,not furnished,1130.0,,60.0,,4836.0
7806,São Paulo,192.0,3.0,3.0,,-,acept,not furnished,0.0,2750.0,0.0,42.0,2792.0
7807,,450.0,4.0,4.0,2.0,-,,not furnished,0.0,14000.0,1250.0,214.0,15460.0
7808,,38.0,,1.0,0.0,-,acept,,610.0,4500.0,6.0,58.0,5174.0
7809,Campinas,63.0,1.0,1.0,0.0,6,acept,furnished,700.0,1280.0,24.0,17.0,2021.0
7810,,151.0,,3.0,3.0,13,acept,not furnished,1900.0,4000.0,292.0,51.0,6243.0
7811,São Paulo,55.0,2.0,1.0,1.0,-,acept,not furnished,0.0,1381.0,305.0,21.0,1707.0
7812,,50.0,2.0,1.0,1.0,1,not acept,not furnished,765.0,2650.0,25.0,34.0,3474.0
7813,Campinas,202.0,3.0,2.0,2.0,-,acept,not furnished,0.0,1890.0,267.0,29.0,2186.0
7814,Rio de Janeiro,53.0,2.0,,0.0,5,acept,not furnished,643.0,1000.0,0.0,,1656.0
7815,Porto Alegre,80.0,3.0,3.0,0.0,4,acept,not furnished,,2200.0,0.0,33.0,2533.0
7816,São Paulo,55.0,,1.0,1.0,,acept,not furnished,349.0,1450.0,0.0,19.0,1818.0
7817,São Paulo,120.0,4.0,2.0,3.0,6,acept,,950.0,2960.0,459.0,38.0,4407.0
7818,São Paulo,,4.0,,7.0,-,acept,not furnished,,5500.0,534.0,83.0,6117.0
7819,São Paulo,44.0,1.0,1.0,0.0,3,acept,not furnished,314.0,,0.0,30.0,2644.0
7820,Porto Alegre,147.0,4.0,4.0,2.0,2,acept,not furnished,1100.0,1800.0,305.0,,3232.0
7821,São Paulo,290.0,5.0,3.0,3.0,6,acept,not furnished,3800.0,4100.0,1435.0,52.0,9387.0
7822,São Paulo,270.0,1.0,1.0,0.0,-,acept,not furnished,0.0,1400.0,0.0,22.0,1422.0
7823,São Paulo,260.0,3.0,2.0,3.0,10,acept,not furnished,3000.0,8500.0,,108.0,
7824,São Paulo,71.0,2.0,1.0,1.0,10,acept,not furnished,1000.0,2900.0,97.0,,4034.0
7825,Belo Horizonte,306.0,4.0,3.0,3.0,10,acept,not furnished,1801.0,7900.0,454.0,106.0,10260.0
7826,Campinas,83.0,2.0,1.0,8.0,-,acept,not furnished,0.0,4550.0,405.0,69.0,5024.0
7827,,89.0,3.0,2.0,1.0,,acept,not furnished,800.0,1760.0,,23.0,2683.0
7828,São Paulo,150.0,4.0,2.0,1.0,-,acept,,,3900.0,0.0,59.0,3959.0
7829,,70.0,,1.0,0.0,6,not acept,not furnished,655.0,2300.0,112.0,30.0,
7830,São Paulo,212.0,4.0,3.0,2.0,17,acept,not furnished,,13800.0,694.0,175.0,17500.0
7831,São Paulo,87.0,3.0,2.0,2.0,17,acept,not furnished,1308.0,2350.0,321.0,30.0,
7832,Campinas,86.0,2.0,2.0,1.0,2,acept,not furnished,480.0,1190.0,67.0,16.0,1753.0
7833,São Paulo,250.0,4.0,2.0,6.0,-,,not furnished,0.0,5000.0,458.0,,5534.0
7834,Rio de Janeiro,52.0,1.0,,0.0,3,acept,furnished,650.0,3400.0,17.0,44.0,4111.0
7835,Rio de Janeiro,439.0,13.0,4.0,3.0,-,acept,not furnished,0.0,15000.0,667.0,229.0,15900.0
7836,Belo Horizonte,70.0,3.0,1.0,1.0,3,acept,furnished,250.0,1210.0,50.0,,1527.0
7837,São Paulo,51.0,2.0,1.0,1.0,12,acept,not furnished,,2200.0,114.0,28.0,2788.0
7838,Campinas,44.0,1.0,1.0,1.0,2,acept,not furnished,525.0,850.0,,11.0,
7839,Campinas,170.0,,2.0,2.0,-,acept,not furnished,0.0,1800.0,,28.0,1869.0
7840,Rio de Janeiro,60.0,2.0,2.0,1.0,12,acept,not furnished,840.0,1050.0,57.0,14.0,1961.0
7841,São Paulo,136.0,3.0,,2.0,9,not acept,not furnished,1650.0,6818.0,332.0,87.0,8887.0
7842,São Paulo,34.0,1.0,1.0,1.0,-,acept,not furnished,0.0,1350.0,138.0,21.0,1509.0
7843,Belo Horizonte,30.0,1.0,1.0,0.0,-,not acept,not furnished,0.0,700.0,0.0,10.0,710.0
7844,Rio de Janeiro,107.0,3.0,2.0,2.0,4,,not furnished,1500.0,5000.0,317.0,65.0,6882.0
7845,Campinas,140.0,4.0,4.0,2.0,,acept,not furnished,1700.0,3300.0,330.0,42.0,5372.0
7846,Belo Horizonte,58.0,2.0,2.0,2.0,1,,not furnished,304.0,1700.0,,23.0,
7847,Belo Horizonte,250.0,3.0,4.0,4.0,4,acept,not furnished,2900.0,8075.0,1333.0,,12420.0
7848,São Paulo,147.0,3.0,3.0,3.0,,acept,furnished,2000.0,12000.0,1000.0,153.0,15150.0
7849,Belo Horizonte,180.0,3.0,2.0,2.0,2,acept,not furnished,1502.0,2300.0,231.0,31.0,4064.0
7850,São Paulo,120.0,3.0,4.0,1.0,-,not acept,not furnished,0.0,4000.0,4.0,,4065.0
7851,São Paulo,113.0,2.0,2.0,1.0,,acept,not furnished,1000.0,3000.0,50.0,39.0,4089.0
7852,Porto Alegre,27.0,1.0,,0.0,1,acept,not furnished,100.0,960.0,75.0,15.0,1150.0
7853,São Paulo,202.0,4.0,4.0,2.0,7,,not furnished,1600.0,3000.0,250.0,39.0,4889.0
7854,Belo Horizonte,95.0,3.0,2.0,2.0,3,acept,not furnished,350.0,2600.0,155.0,35.0,
7855,São Paulo,62.0,3.0,1.0,1.0,1,acept,not furnished,750.0,,0.0,14.0,1864.0
7856,São Paulo,188.0,3.0,4.0,3.0,1,acept,,,4800.0,750.0,61.0,8411.0
7857,Campinas,38.0,1.0,1.0,0.0,5,not acept,not furnished,440.0,892.0,17.0,12.0,1361.0
7858,São Paulo,,1.0,1.0,0.0,-,not acept,,0.0,950.0,17.0,15.0,982.0
7859,São Paulo,150.0,4.0,3.0,2.0,13,acept,,1200.0,3800.0,220.0,49.0,5269.0
7860,São Paulo,,3.0,2.0,,5,acept,furnished,754.0,4500.0,,58.0,5517.0
7861,Belo Horizonte,68.0,,1.0,2.0,3,acept,not furnished,170.0,850.0,0.0,12.0,1032.0
7862,São Paulo,166.0,3.0,2.0,2.0,2,acept,not furnished,2124.0,,882.0,89.0,10100.0
7863,Porto Alegre,36.0,2.0,1.0,1.0,2,acept,not furnished,370.0,1350.0,75.0,20.0,1815.0
7864,Belo Horizonte,300.0,4.0,3.0,2.0,10,acept,furnished,,5500.0,100.0,74.0,
7865,São Paulo,350.0,4.0,4.0,4.0,,acept,not furnished,0.0,13000.0,1417.0,196.0,14610.0
7866,Belo Horizonte,200.0,4.0,3.0,2.0,,acept,,1320.0,4500.0,397.0,60.0,6277.0
7867,Porto Alegre,140.0,3.0,1.0,0.0,8,acept,not furnished,900.0,2000.0,150.0,30.0,3080.0
7868,São Paulo,60.0,2.0,2.0,1.0,7,acept,furnished,,2750.0,,35.0,3535.0
7869,São Paulo,194.0,4.0,6.0,,6,not acept,not furnished,940.0,8189.0,0.0,104.0,9233.0
7870,Belo Horizonte,358.0,4.0,4.0,2.0,8,,not furnished,2241.0,4100.0,317.0,55.0,6713.0
7871,São Paulo,199.0,2.0,3.0,3.0,1,not acept,furnished,2000.0,12500.0,725.0,159.0,15380.0
7872,Rio de Janeiro,,3.0,2.0,1.0,2,acept,not furnished,,2750.0,265.0,36.0,4323.0
7873,São Paulo,70.0,1.0,1.0,1.0,,not acept,furnished,800.0,3110.0,200.0,40.0,4150.0
7874,,170.0,3.0,5.0,,10,acept,furnished,1648.0,3480.0,1085.0,45.0,6258.0
7875,Rio de Janeiro,60.0,2.0,1.0,1.0,10,acept,not furnished,594.0,810.0,80.0,11.0,1495.0
7876,São Paulo,48.0,1.0,1.0,1.0,9,not acept,furnished,925.0,4300.0,90.0,55.0,5370.0
7877,São Paulo,70.0,2.0,1.0,,-,acept,not furnished,0.0,1550.0,0.0,24.0,1574.0
7878,São Paulo,75.0,1.0,1.0,2.0,2,acept,not furnished,460.0,2500.0,0.0,32.0,2992.0
7879,Belo Horizonte,216.0,5.0,2.0,2.0,-,acept,not furnished,0.0,4500.0,431.0,74.0,5005.0
7880,,48.0,2.0,1.0,1.0,,acept,not furnished,170.0,1400.0,12.0,19.0,1601.0
7881,São Paulo,167.0,3.0,3.0,3.0,4,acept,not furnished,2334.0,1670.0,555.0,22.0,4581.0
7882,São Paulo,92.0,3.0,1.0,0.0,1,not acept,furnished,150.0,1700.0,13.0,22.0,1885.0
7883,,48.0,2.0,1.0,,10,acept,not furnished,370.0,,,21.0,
7884,São Paulo,300.0,6.0,6.0,,-,acept,not furnished,0.0,,584.0,71.0,5355.0
7885,Campinas,,4.0,3.0,2.0,9,acept,not furnished,2100.0,10500.0,167.0,134.0,12900.0
7886,São Paulo,500.0,7.0,4.0,3.0,-,acept,furnished,0.0,14000.0,785.0,211.0,15000.0
7887,São Paulo,138.0,2.0,3.0,2.0,9,acept,furnished,2082.0,2180.0,606.0,28.0,4896.0
7888,São Paulo,85.0,3.0,,1.0,-,acept,not furnished,,1650.0,,25.0,1790.0
7889,Porto Alegre,104.0,3.0,2.0,,2,acept,not furnished,1080.0,3400.0,125.0,50.0,4655.0
7890,São Paulo,200.0,3.0,4.0,3.0,8,,not furnished,1400.0,7080.0,0.0,90.0,8570.0
7891,Porto Alegre,50.0,1.0,1.0,1.0,4,acept,not furnished,420.0,1190.0,0.0,,1628.0
7892,Belo Horizonte,88.0,,1.0,1.0,,acept,not furnished,180.0,1359.0,0.0,7.0,1546.0
7893,Rio de Janeiro,90.0,2.0,2.0,1.0,9,acept,furnished,1105.0,2250.0,,29.0,
7894,,225.0,2.0,,3.0,-,acept,not furnished,0.0,4800.0,450.0,73.0,5323.0
7895,,,3.0,,1.0,12,acept,not furnished,,2000.0,0.0,30.0,3530.0
7896,Belo Horizonte,784.0,5.0,6.0,8.0,,acept,furnished,0.0,12000.0,1641.0,197.0,13840.0
7897,São Paulo,92.0,,3.0,1.0,3,acept,furnished,750.0,4250.0,21.0,54.0,
7898,São Paulo,170.0,3.0,3.0,3.0,7,acept,not furnished,2450.0,3000.0,1015.0,39.0,6504.0
7899,Rio de Janeiro,400.0,,4.0,2.0,12,acept,not furnished,,15000.0,1834.0,194.0,20830.0
7900,Rio de Janeiro,40.0,1.0,1.0,0.0,2,acept,furnished,,2950.0,97.0,39.0,
7901,São Paulo,85.0,2.0,2.0,0.0,5,acept,not furnished,700.0,2600.0,100.0,33.0,3433.0
7902,São Paulo,40.0,1.0,1.0,1.0,13,not acept,furnished,1440.0,1890.0,,24.0,3524.0
7903,São Paulo,280.0,4.0,6.0,3.0,8,,,4500.0,4800.0,1500.0,61.0,10860.0
7904,Rio de Janeiro,98.0,3.0,,0.0,13,acept,not furnished,1040.0,3390.0,239.0,44.0,4713.0
7905,São Paulo,70.0,2.0,1.0,0.0,-,not acept,not furnished,0.0,1300.0,0.0,20.0,1320.0
7906,São Paulo,660.0,4.0,6.0,4.0,-,acept,not furnished,,,4283.0,91.0,10870.0
7907,Belo Horizonte,449.0,5.0,7.0,4.0,-,acept,not furnished,0.0,15000.0,308.0,246.0,15550.0
7908,São Paulo,306.0,4.0,3.0,4.0,12,not acept,not furnished,3441.0,5330.0,2599.0,68.0,11440.0
7909,São Paulo,150.0,3.0,2.0,2.0,-,acept,not furnished,0.0,,0.0,38.0,2538.0
7910,São Paulo,80.0,3.0,2.0,2.0,19,acept,not furnished,490.0,2500.0,100.0,32.0,3122.0
7911,São Paulo,22.0,1.0,1.0,0.0,25,acept,not furnished,385.0,2100.0,40.0,27.0,2552.0
7912,Porto Alegre,82.0,3.0,,1.0,3,acept,not furnished,690.0,1780.0,90.0,26.0,2586.0
7913,São Paulo,119.0,3.0,3.0,1.0,4,not acept,furnished,1500.0,3370.0,209.0,43.0,5122.0
7914,São Paulo,113.0,1.0,1.0,,9,acept,furnished,650.0,6400.0,0.0,82.0,7132.0
7915,,46.0,2.0,,0.0,1,acept,not furnished,177.0,807.0,30.0,12.0,
7916,São Paulo,138.0,3.0,1.0,0.0,-,acept,,0.0,3500.0,445.0,53.0,3998.0
7917,São Paulo,75.0,2.0,3.0,2.0,5,acept,not furnished,499.0,,71.0,,3001.0
7918,São Paulo,98.0,3.0,,1.0,5,acept,furnished,,2400.0,0.0,31.0,3951.0
7919,,25.0,1.0,1.0,0.0,,not acept,,590.0,,63.0,18.0,2007.0
7920,,202.0,3.0,2.0,2.0,-,not acept,not furnished,0.0,3000.0,172.0,50.0,3222.0
7921,Campinas,326.0,3.0,3.0,4.0,-,acept,not furnished,870.0,4200.0,523.0,64.0,5657.0
7922,São Paulo,49.0,,1.0,1.0,17,not acept,furnished,230.0,1625.0,25.0,21.0,1901.0
7923,São Paulo,52.0,1.0,,1.0,11,acept,not furnished,730.0,2500.0,38.0,32.0,3300.0
7924,Belo Horizonte,258.0,4.0,4.0,3.0,1,acept,not furnished,1000.0,3500.0,,47.0,4885.0
7925,São Paulo,80.0,3.0,1.0,1.0,7,acept,not furnished,978.0,2400.0,105.0,31.0,3514.0
7926,São Paulo,100.0,3.0,3.0,0.0,5,acept,not furnished,820.0,6330.0,148.0,81.0,7379.0
7927,Porto Alegre,87.0,2.0,1.0,0.0,4,acept,furnished,,2200.0,75.0,33.0,2758.0
7928,Porto Alegre,,2.0,1.0,0.0,-,acept,not furnished,,858.0,,,889.0
7929,Rio de Janeiro,82.0,4.0,3.0,1.0,10,acept,not furnished,920.0,4800.0,167.0,62.0,5949.0
7930,São Paulo,200.0,2.0,1.0,1.0,-,acept,not furnished,0.0,2450.0,200.0,37.0,
7931,São Paulo,,2.0,1.0,0.0,1,acept,not furnished,150.0,3040.0,167.0,39.0,3396.0
7932,São Paulo,250.0,3.0,4.0,4.0,2,not acept,furnished,3200.0,10000.0,834.0,127.0,14160.0
7933,Rio de Janeiro,60.0,1.0,1.0,1.0,15,acept,furnished,2000.0,3900.0,167.0,51.0,6118.0
7934,São Paulo,,,2.0,1.0,2,acept,not furnished,665.0,2000.0,0.0,26.0,2691.0
7935,São Paulo,79.0,2.0,2.0,1.0,3,acept,furnished,1300.0,3594.0,267.0,46.0,
7936,São Paulo,220.0,3.0,4.0,2.0,-,acept,not furnished,,4800.0,0.0,73.0,4873.0
7937,Porto Alegre,38.0,,1.0,0.0,11,not acept,not furnished,240.0,1150.0,35.0,,1442.0
7938,São Paulo,310.0,5.0,4.0,5.0,3,acept,,4364.0,2700.0,2506.0,35.0,9605.0
7939,São Paulo,87.0,2.0,2.0,,12,acept,not furnished,650.0,3300.0,209.0,42.0,4201.0
7940,São Paulo,236.0,,5.0,7.0,4,acept,,3000.0,10800.0,1084.0,137.0,15020.0
7941,São Paulo,113.0,2.0,3.0,2.0,10,acept,not furnished,1400.0,13500.0,375.0,172.0,15450.0
7942,São Paulo,45.0,2.0,1.0,0.0,2,not acept,not furnished,350.0,1500.0,50.0,20.0,
7943,São Paulo,144.0,4.0,2.0,0.0,-,not acept,not furnished,0.0,3200.0,209.0,49.0,3458.0
7944,Rio de Janeiro,24.0,1.0,1.0,0.0,10,acept,not furnished,587.0,1412.0,25.0,19.0,2043.0
7945,Porto Alegre,94.0,3.0,2.0,,7,acept,not furnished,988.0,3200.0,242.0,47.0,4477.0
7946,Porto Alegre,27.0,1.0,1.0,0.0,2,not acept,furnished,300.0,,13.0,21.0,1734.0
7947,São Paulo,210.0,3.0,4.0,3.0,,acept,furnished,4100.0,9945.0,1000.0,127.0,15170.0
7948,Belo Horizonte,180.0,,2.0,2.0,-,acept,not furnished,,2000.0,,33.0,2217.0
7949,Porto Alegre,25.0,1.0,1.0,0.0,4,acept,not furnished,200.0,915.0,43.0,14.0,1172.0
7950,Belo Horizonte,100.0,,1.0,2.0,2,acept,not furnished,300.0,1400.0,77.0,19.0,1796.0
7951,São Paulo,180.0,3.0,,1.0,,acept,not furnished,1800.0,9000.0,482.0,,
7952,Rio de Janeiro,46.0,2.0,1.0,0.0,1,acept,not furnished,352.0,1400.0,0.0,19.0,1771.0
7953,São Paulo,352.0,4.0,4.0,4.0,,not acept,furnished,0.0,8600.0,479.0,130.0,9209.0
7954,São Paulo,360.0,3.0,5.0,5.0,3,acept,furnished,4980.0,9000.0,2120.0,115.0,16220.0
7955,São Paulo,33.0,1.0,1.0,0.0,18,acept,furnished,350.0,1300.0,21.0,17.0,1688.0
7956,Rio de Janeiro,125.0,4.0,2.0,2.0,1,not acept,not furnished,,4500.0,40.0,58.0,6274.0
7957,São Paulo,,4.0,,5.0,-,acept,furnished,0.0,9600.0,584.0,145.0,10330.0
7958,São Paulo,416.0,3.0,5.0,4.0,15,acept,not furnished,5300.0,10000.0,0.0,127.0,15430.0
7959,São Paulo,400.0,3.0,4.0,5.0,-,,furnished,,9500.0,1875.0,143.0,11520.0
7960,São Paulo,43.0,2.0,1.0,1.0,-,acept,not furnished,280.0,1900.0,0.0,25.0,2205.0
7961,Rio de Janeiro,180.0,4.0,,1.0,,,furnished,1955.0,6000.0,633.0,78.0,8666.0
7962,São Paulo,100.0,3.0,1.0,0.0,1,acept,not furnished,500.0,2630.0,334.0,,
7963,São Paulo,31.0,1.0,,1.0,3,not acept,furnished,2000.0,1990.0,125.0,26.0,4141.0
7964,Rio de Janeiro,,1.0,1.0,1.0,12,not acept,furnished,1862.0,2400.0,,10.0,4395.0
7965,São Paulo,165.0,3.0,4.0,3.0,7,acept,not furnished,2460.0,3500.0,617.0,45.0,6622.0
7966,Rio de Janeiro,250.0,5.0,2.0,,-,acept,not furnished,0.0,4675.0,270.0,72.0,5017.0
7967,São Paulo,190.0,3.0,3.0,2.0,,acept,not furnished,2700.0,4000.0,667.0,51.0,7418.0
7968,São Paulo,,3.0,3.0,0.0,,not acept,furnished,,12000.0,795.0,153.0,15260.0
7969,Rio de Janeiro,,3.0,,2.0,3,acept,not furnished,1900.0,5500.0,546.0,71.0,8017.0
7970,Porto Alegre,70.0,1.0,1.0,1.0,8,not acept,furnished,650.0,1050.0,34.0,16.0,1750.0
7971,São Paulo,,4.0,7.0,,-,not acept,furnished,0.0,7000.0,121.0,106.0,7227.0
7972,,70.0,2.0,1.0,0.0,5,acept,not furnished,285.0,2197.0,0.0,28.0,2510.0
7973,Campinas,85.0,2.0,2.0,,3,acept,not furnished,810.0,1100.0,70.0,14.0,1994.0
7974,Rio de Janeiro,75.0,2.0,1.0,0.0,-,not acept,not furnished,0.0,2000.0,34.0,18.0,2052.0
7975,Rio de Janeiro,120.0,3.0,1.0,0.0,,not acept,furnished,1250.0,,238.0,43.0,4831.0
7976,Rio de Janeiro,92.0,2.0,2.0,0.0,2,acept,furnished,700.0,3000.0,195.0,39.0,3934.0
7977,Rio de Janeiro,98.0,2.0,1.0,0.0,,acept,not furnished,701.0,2186.0,146.0,29.0,3062.0
7978,São Paulo,118.0,3.0,2.0,2.0,4,acept,not furnished,1520.0,8950.0,402.0,114.0,10990.0
7979,Rio de Janeiro,75.0,3.0,1.0,0.0,3,acept,not furnished,545.0,1800.0,21.0,24.0,2390.0
7980,Porto Alegre,75.0,2.0,2.0,1.0,2,acept,not furnished,396.0,2000.0,91.0,,2517.0
7981,São Paulo,315.0,4.0,5.0,5.0,20,not acept,not furnished,2500.0,4000.0,1000.0,29.0,7529.0
7982,,55.0,2.0,1.0,1.0,2,acept,not furnished,280.0,1000.0,0.0,13.0,1293.0
7983,São Paulo,132.0,3.0,2.0,1.0,11,acept,not furnished,1477.0,2950.0,45.0,38.0,4510.0
7984,São Paulo,,2.0,1.0,1.0,-,acept,not furnished,0.0,2700.0,98.0,41.0,2839.0
7985,São Paulo,252.0,3.0,,1.0,-,acept,not furnished,0.0,,1233.0,181.0,13410.0
7986,São Paulo,65.0,2.0,1.0,0.0,4,acept,not furnished,1261.0,1450.0,166.0,19.0,2896.0
7987,São Paulo,,,1.0,0.0,3,acept,furnished,602.0,1800.0,130.0,23.0,2555.0
7988,Campinas,,3.0,4.0,,9,acept,not furnished,1200.0,3400.0,,44.0,4644.0
7989,São Paulo,500.0,,5.0,8.0,1,acept,not furnished,0.0,9800.0,92.0,,10040.0
7990,,27.0,1.0,,0.0,8,,,360.0,1000.0,13.0,15.0,1388.0
7991,,500.0,3.0,4.0,7.0,-,not acept,not furnished,0.0,,1060.0,140.0,10500.0
7992,,40.0,1.0,1.0,0.0,2,acept,not furnished,250.0,1020.0,70.0,13.0,1353.0
7993,Belo Horizonte,45.0,1.0,1.0,1.0,6,acept,not furnished,808.0,,9.0,39.0,3756.0
7994,Rio de Janeiro,86.0,2.0,2.0,2.0,,acept,furnished,585.0,1500.0,116.0,20.0,2221.0
7995,São Paulo,200.0,3.0,3.0,0.0,-,acept,not furnished,,5000.0,200.0,76.0,5276.0
7996,Porto Alegre,49.0,1.0,1.0,0.0,1,acept,not furnished,250.0,790.0,21.0,12.0,1073.0
7997,São Paulo,115.0,2.0,2.0,1.0,2,acept,not furnished,,4500.0,245.0,58.0,6558.0
7998,Belo Horizonte,50.0,2.0,1.0,0.0,-,not acept,not furnished,0.0,644.0,25.0,9.0,678.0
7999,São Paulo,20.0,1.0,1.0,0.0,-,acept,furnished,602.0,1800.0,130.0,23.0,2555.0
8000,Campinas,55.0,2.0,1.0,1.0,10,,not furnished,399.0,900.0,25.0,12.0,1336.0
8001,Rio de Janeiro,78.0,2.0,,1.0,6,acept,not furnished,557.0,1050.0,84.0,14.0,1705.0
8002,São Paulo,127.0,4.0,3.0,0.0,11,not acept,not furnished,1154.0,5300.0,407.0,68.0,6929.0
8003,São Paulo,450.0,3.0,4.0,2.0,3,acept,not furnished,4187.0,15000.0,,191.0,20830.0
8004,São Paulo,132.0,3.0,1.0,2.0,7,not acept,,,8000.0,400.0,102.0,9422.0
